STCCTS;Quando volta da Sta Marta passa trevo Centro Comercial Sai Trevo Somavila
CICCTS;Via loteamento Cipriano da Rocha Centro Comercial Sai Trevo Somavila
PPIQUE;Pau-a-Pique
CAPFIM;Capivara fim de linha no bairro
MB;Residencial Monte Bello
CgffA2;Carlos Gomes via F ferrari na volta,mas sai com placa do centro
Aff2;F ferrari na volta,mas sai com placa do centro vai na UFSM
CaffE;Camobi / via F.Ferrari entra churr Camobi, Ferrari, volta churr, após itinerário normal
MAR;Entra na Maringá
NM;Não entra na Maringá
VM;Faz a volta dentro da Maringá
MAMB;Entra na Maringá/via Residencial Monte Bello
VMMB;Faz a volta dentro da Maringá/via Residencial Monte Bello
NMMB;Não entra na Maringá / via Residencial Monte Bello
NMUF;Não entra na Maringá / PASSAM NA UFSM 15 MINUTOS DEPOIS DE SAIR DO BAIRRO
NMUFMB;Não entra na Maringá / PASSAM NA UFSM 15 MINUTOS DEPOIS DE SAIR DO BAIRRO / via Residencial Monte Bello
ARJBZ;Via Residencial Terra Nova e/ moradas / Jardim Berleze
TRJBZ;Jardim Berleze / Via Residencial Zilda Arns pasa no res Dom Ivo / Sai do bairro e vai até o Term do Maneco /  não passa na av rio branco, nem hospital casa de saúde
FIJBZ;Jardim Berleze / Via Residencial Zilda Arns pasa no res Dom Ivo / Via Terra Nova vai até o maneco
FOJBZ;Jardim Berleze / Via Residencial Zilda Arns pasa no res Dom Ivo / Sai do terminal do maneco, vale machado, rio branco e itinerário normal
ARFOJB;Via Residencial Terra Nova e/ moradas / Jardim Berleze / Sai do terminal do maneco, vale machado, rio branco e itinerário normal
ONJBZ;Jardim Berleze / Via Residencial Zilda Arns pasa no res Dom Ivo / da fim de linha no bairro no residencial moradas
FIJIZ;J.Berleze invertido entra na Cofap / Via Residencial Zilda Arns pasa no res Dom Ivo / Via Terra Nova /  vai até o maneco
ARFOJI;Via Residencial Terra Nova e/ moradas / J.Berleze invertido entra na Cofap / Sai do terminal do maneco, vale machado, rio branco e itinerário normal
FOMAZ;Maringá / Via Residencial Zilda Arns pasa no res Dom Ivo / Sai do terminal do maneco, vale machado, rio branco e itinerário normal
ARJIZ;Via Residencial Terra Nova e/ moradas / J.Berleze invertido entra na Cofap / Via Residencial Zilda Arns pasa no res Dom Ivo
FOJIZ;J.Berleze invertido entra na Cofap / Via Residencial Zilda Arns pasa no res Dom Ivo / Sai do terminal do maneco, vale machado, rio branco e itinerário normal
ARASJI;J.Berleze invertido entra na Cofap / Até a Maringá / Via Residencial Terra Nova e/ moradas
ARPOJI;J.Berleze invertido entra na Cofap entra pegando dez minutos antes, Via Residencial Terra Nova e/ moradas
ARTRJB;Jardim Berleze / Via Residencial Terra Nova e/ moradas / Sai do bairro e vai até o Term do Maneco /  não passa na av rio branco, nem hospital casa de saúde
TRJIZ;J.Berleze invertido entra na Cofap / Via Residencial Zilda Arns pasa no res Dom Ivo / Sai do bairro e vai até o Term do Maneco /  não passa na av rio branco, nem hospital casa de saúde
TRMAZ;Maringá / Via Residencial Zilda Arns pasa no res Dom Ivo / Sai do bairro e vai até o Term do Maneco /  não passa na av rio branco, nem hospital casa de saúde
ARJI;Via Residencial Terra Nova e/ moradas / J.Berleze invertido entra na Cofap
ARJB;Via Residencial Terra Nova e/ moradas / Jardim Berleze
JBZ;Jardim Berleze / Via Residencial Zilda Arns pasa no res Dom Ivo
MZ;Maringá / Via Residencial Zilda Arns pasa no res Dom Ivo
JIZ;J.Berleze invertido entra na Cofap / Via Residencial Zilda Arns pasa no res Dom Ivo
FOJI;J.Berleze invertido entra na Cofap / Sai do terminal do maneco, vale machado, rio branco e itinerário normal
MA;Maringá
JB;Jardim Berleze
JI;J.Berleze invertido entra na Cofap
ROD;Rodoviária
MCMNPT;Minuano / Passo das tropas / Via Av Medianeira E Corinthians
MCPTUS;Passo das tropas / Via Av Medianeira E Corinthians / Via Urlândia e Santos
ANFSPT;Passo das tropas / escola Reinaldo Cozer / Prol Antão Abrantes
ANAPFS;sai 06:50 do Abrantes por baixo não vai cachoeira / escola Reinaldo Cozer / Prol Antão Abrantes
ANFXPT;Passo das tropas / Prol Antão Abrantes / Vai antão Abrantes entra no cachoeira ao contrário indo pela faixa
ANARPT;Passo das tropas / Prol Antão Abrantes / PARQUE DOM ANTÔNIO REIS
ANMNPT;Passo das tropas / Prol Antão Abrantes / Minuano
SEFSPT;Passo das tropas / Seminário / Frigorifico Silva
SMAAPT;Santa Mate / Prol Antão Abrantes / Passo das tropas
SMDPT;Santa Mate / Dores / Passo das tropas
SMMNPT;Santa Mate / Minuano / Passo das tropas
SMPTRD;Santa Mate / Passo das tropas / Via Rodoviaria
SMFSPT;Santa Mate / Frigorifico Silva / Passo das tropas
JTFSPT;Via Jose Tavares entra na lombada e sai no cachoeira / Frigorifico Silva / Passo das tropas
OTMNUS;via Otão / Minuano / via Urlândia e Santos
SEMNVL;Seminário / Minuano / Vila Lorenzi
SEFGMN;Seminário / Frigorifico Duarte / Minuano
SEMNVT;Seminário / Minuano / Vila Thomaz
CAPTVL;via Res. Ceu Azul / Passo das tropas / Vila Lorenzi
FIDUPT;fim de linha no bairro / Parque D A Reis /  Via Urlândia e Santos /  Antão Abrantes /  Lorenzi / Passo das tropas
FIMNUS;fim de linha no bairro / Minuano / via Urlândia e Santos
BRFSPT;entra na lombada vai no pau a pique passa no F Sila e volta pela BR / Frigorifico Silva / Passo das tropas
ARFSPT;via Arenal / Frigorifico Silva / Passo das tropas
ADMNPT;Adelmo G.Filho / Minuano / Passo das tropas
CAFSPT;sai 07:45 do FSilva e 07:50 do Cachoeira / Frigorifico Silva /Passo das tropas
DFSPT;Dores / Frigorifico Silva / Passo das tropas
DMNPT;Dores / Minuano / Passo das tropas
DMNVL;Dores / Minuano / Vila Lorenzi
DMNVT;Dores / Minuano / Vila Thomaz
IPMNVT;passa colégio da Tomazetti (sai Rondon) / Minuano / Vila Thomaz
FGMNUS;Frigorifico Duarte / Minuano / via Urlândia e Santos
FGMNAR;Frigorifico Duarte / Minuano / PARQUE DOM ANTÔNIO REIS
FSMNUS;Frigorifico Silva / Minuano / via Urlândia e Santos
FSPTY;Frigorifico Silva / volta pela BR 392 / Passo das tropas
MNARVT;Minuano / PARQUE DOM ANTÔNIO REIS / Vila Thomaz
MNUSVL;Minuano / via Urlândia e Santos / Vila Lorenzi
SEMN;Seminário / Minuano
ERMN;Passa na esc. R.Coser (entra na rua do caic e sai na rua do Pozzobon) / Minuano
SMPT;Santa Mate / Passo das tropas
AAPT;Prol Antão Abrantes / Passo das tropas
AAMN;Prol Antão Abrantes / Minuano
DMN;Dores / Minuano
DPT;Dores / Passo das tropas
FGMN;Frigorifico Duarte / Minuano
FSMN;Frigorifico Silva / Minuano
FSPT;Frigorifico Silva / Passo das tropas
MNVT;Minuano / Vila Thomaz
MNVL;Minuano / Vila Lorenzi
MNAR;Minuano / PARQUE DOM ANTÔNIO REIS
MNPT;Minuano / Passo das tropas
MNUS;Minuano / via Urlândia e Santos
MNSG;Minuano / vai na rua São Gabriel vila Urlandia
MNRC;Minuano / escola Reinaldo Cozer
ARPT;PARQUE DOM ANTÔNIO REIS / Passo das tropas
PPPT;sai 12:15 do PPIque e 12:20 do P tropas / Passo das tropas
PTVL;Passo das tropas / Vila Lorenzi
MN;Minuano
ULBRAP;Vai ate a Ulbra sai de la 17:45 P.P.Machado
RODCOC;Sai da coca Via Rodoviária sai da coca-cola
MORMON;14:05 sai da igreja dos mormons e 14:10 da Ulbra Rodoviaria.
INVSAN;entra ao contário na santa marta e da final de linha nos bombeiros
ANRE;Passa na Rua Ana Neri (Bairro Noal) / Vila Renacença
AN;Passa na Rua Ana Neri (Bairro Noal)
RE;Vila Renacença
REVLI;Renascença / Vila Lídia
VLI;Vila Lídia
SAISTA;sai do bairo e da fim de linha no colégio sta maria
LARBAR;larga no Bairro
ARSEFS;Arenal / Seminário / Pau a pique invertido /  passa no frigorifico Silva na volta
ARAZ;Arenal / passa na escola Adelina Zanchi
PPINV;Pau a pique invertido /  passa no frigorifico Silva na volta
PPMN;Pau a pique via Minuano
CACHOE;via Cachoeira
ENTCJM;faz o refugio na entrada do colégio Joao da Maia Braga na volta.
ARENAL;Arenal
CAICMN;Via Caic Minuano
SFTMUL;Sai da Floriano /  via venâncio Aires até o trevo da Santa Marta /  após vai pela faixa de São Pedro / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / ULBRA (vai e volta pela faixa)
MBFRTM;Via terminal Maneco, desce via Bozano / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / Embarque Maneco,av rio branco(loja 1 real) e no Paradão
MBTMVE;Via terminal Maneco, desce via Bozano / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / vai na Vila Ecológia
WITMUL;Ulbra Via Rua Rio branco entra na vasco da cunha e sai no wiethan / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / ULBRA (vai e volta pela faixa)
CSRBTM;Corredor Stefanon / Rincão dos Bastos ( via Av Presidente Vargas e Fx São Pedro passando na ULBRA somente no sentido C/B) / Embarque Maneco,av rio branco(loja 1 real) e no Paradão
CITMUL;via loteamento Cipriano da Rocha / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / ULBRA (vai e volta pela faixa)
DITMUL;Distrito Industrial / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / ULBRA (vai e volta pela faixa)
FRTMUL;Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / ULBRA (vai e volta pela faixa)
FRTMVE;Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / Embarque Maneco,av rio branco(loja 1 real) e no Paradão / vai na Vila Ecologia
FRMATM;Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / sai do Maneco / Embarque Maneco,av rio branco(loja 1 real) e no Paradão
SFFLFR;Sai da Floriano, via venâncio Aires até o trevo da Santa Marta, após vai pela faixa de São Pedro / Embarque em frente ao colégio Santa Maria / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA)
TMFLFR;via Terminal Maneco / Embarque em frente ao colégio Santa Maria / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA)
MBCIVE;via terminal Maneco, desce via Bozano / via loteamento Cipriano da Rocha / vai na Vila Ecologia
MBCITM;via terminal Maneco, desce via Bozano / via loteamento Cipriano da Rocha / Embarque Maneco,av rio branco(loja 1 real) e no Paradão
MBFRVE;via terminal Maneco, desce via Bozano / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / vai na Vila Ecologia
MBTM;via terminal Maneco, desce via Bozano / Embarque Maneco,av rio branco(loja 1 real) e no Paradão
CSCIFR;Corredor Stefanon / via loteamento Cipriano da Rocha / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA)
CSFLFR;Corredor Stefanon / Embarque em frente ao colégio Santa Maria / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA)
WICIFL;Sai do Wiethan e vem por dentro do P.P. Machado até a tancredo neves , seguindo pela fx de São Pedro / via loteamento Cipriano da Rocha / Embarque em frente ao colégio Santa Maria
CIJKVE;via loteamento Cipriano da Rocha / entra na Jókey / vai na Vila Ecologia
FLFRVE;Embarque em frente ao colégio Santa Maria / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / vai na Vila Ecologia
CIRBVE;via loteamento Cipriano da Rocha / Rincão dos Bastos ( via Av Presidente Vargas e Fx São Pedro passando na ULBRA somente no sentido C/B) / vai na Vila Ecologia
TMUL;Embarque Maneco,av rio branco(loja 1 real) e no Paradão / ULBRA (vai e volta pela faixa)
TMVP;Embarque Maneco,av rio branco(loja 1 real) e no Paradão / via Av. Presidente Vargas (passa na ULBRA e retorna pelo P.P.Machado)
SFFL;Sai da Floriano, via venâncio Aires até o trevo da Santa Marta, após vai pela faixa de São Pedro / Embarque em frente ao colégio Santa Maria
CSFL;Corredor Stefanon / Embarque em frente ao colégio Santa Maria
ONFL;Sai da Osvaldo Nobre M.Brutti / Embarque em frente ao colégio Santa Maria
Ulbra;Via Rua Rio branco entra na vasco da cunha e sai no wiethan / ULBRA (vai e volta pela faixa)
CIFL;via loteamento Cipriano da Rocha / Embarque em frente ao colégio Santa Maria
FLFR;Embarque em frente ao colégio Santa Maria / Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA)
FLMM;Embarque em frente ao colégio Santa Maria / Mercado Moraes
FLRB;Embarque em frente ao colégio Santa Maria / Rincão dos Bastos ( via Av Presidente Vargas e Fx São Pedro passando na ULBRA somente no sentido C/B)
FRVP;Passo da Ferreira (sentido C/B passa na ULBRA, sentido B/C não passa na ULBRA) / Via Av. Presidente Vargas (passa na ULBRA e retorna pelo P.P.Machado)
MAUL;sai do Maneco / ULBRA (vai e volta pela faixa)
FL;Embarque em frente ao colégio Santa Maria
TM;via terminal Maneco, desce via Bozano
ON;Sai da Osvaldo Nobre M.Brutti
BR287V;Via BR287 a partir da rua vasco da cunha
NULBRA;Sai da igreja dos mormoons e nao vai na Ulbra
FIMCAR;fim de linha no bairro / Vila Caramelo na volta
CARPAR;Vila Caramelo na volta / Sai do Parque vai ao bairro e retorna ao centro
PMIX;Sai da Pronto Mix vai ao bairro e retorna ao centro
PAIV;PA do Patronato na ida e na volta
FIM;fim de linha no bairro
CARAME;Vila MNVL;Caramelo na volta
PARQUE;Sai do Parque vai ao bairro e retorna ao centro
PMRUS;Passo das Tropas / Minuano / Rodoviaria / Urlandia / Santos
MNROUS;Minuano / Rodoviaria / Urlandia / Santos
PTROUS;Passo das Tropas / Rodoviaria / Urlandia / Santos
BM;Boi Morto
FXDI;Vem direto pela faixa, não passa na Santa Marta / Santa Marta até Distrito Industrial
PTDI;Parque tecnológico / Santa Marta até Distrito Industrial
TNESTA;Vai até Tancredo Neves
TRESTA;Entra pegando no trevo da Sta Marta
DI;Santa Marta até Distrito Industrial
PA;Passa no PA do Patronato
TRVOSA;Via Tropical / via Otão / Santos
MCUSMP;via Medianeira e Corinthians / Urlandia / Santos / Minuano / Passo das Tropas
VOMISA;via Otão / Minuano / Santos
VONVUR;via Otão / na volta / Urlandia
VOSASE;via Otão / Santos / Seminário
VPFISU;Entra na visconde de pelotas, Av Pres Vargas, Barão do Triunfo e itinerário normal / fim de linha bairro / Urlandia / Santos / Minuano
VPSUPT;Entra na visconde de pelotas, Av Pres Vargas, Barão do Triunfo e itibnerário normal / Urlandia / Santos / Minuano / Passo das Tropas
VPNVSA;Entra na visconde de pelotas, Av Pres Vargas, Barão do Triunfo e itinerário normal / na volta / Santos
PASURL;Sai da passarela da Urlandia / Urlandia
VPSA;Medianeira, Visconde de Pelotas, Pres Vargas e Ângelo Bolson / Santos
TROURL;via Tropical / Urlândia
TROSAN;via Tropical / Santos
TROSUR;via Tropical / Santos via Urlândia
BR3SAN;Sai do bar do Piveta rua Eugenio mussoi com BR392 / Santos
VOUSM;via Otão / Urlandia / Santos / Minuano
VOUR;via Otão / Urlandia
VPUSM;Entra na visconde de pelotas, Av Pres Vargas, Barão do Triunfo e itinerário normal / Urlandia / Santos / Minuano
SGUSM;Passa na rua sao gabriel no bairro urlandia,via pres vargas B-C,Angelo bolson ,pres vargas,Barao,Av Medianeira / Urlandia / Santos / Minuano
FIUSM;fim de linha bairro / Urlandia / Santos / Minuano
MERURL;sai da rótula do expresso Mercúrio / Urlandia
USMP;Urlandia / Santos / Minuano / Passo das Tropas
NISA;na ida / Santos
PARSAN;sai do Par da Uglione / Santos
RODSAN;Rodoviaria / Santos via Urlândia
SANSEM;Santos / Seminário
SEMURL;Seminário / Urlândia
USM;Urlandia / Santos / Minuano
SUR;Santos via Urlândia
S1SMAV;Nas segundas e após feriados sai as 00:30 / Passa pela sta Marta / Avenida rio Branco em frente Bradesco
S2SMAV;Nas segundas e após feriados sai as 01:05 / Passa pela sta Marta / Avenida rio Branco em frente Bradesco
S1AV;Nas segundas e após feriados sai as 00:30 / Avenida rio Branco em frente Bradesco
SMAV;Passa pela sta Marta / Avenida rio Branco em frente Bradesco
COLMAN;até Colégio Maneco
AVPB;Avenida rio Branco em frente Bradesco / saida prof braga e apos 05:05 da Av
MANECO;Sai do Maneco
MEDMAN;Sobe pela av medianeira ate terminal Maneco
VALMAC;até Vale Machado
VIAMED;Sai da PB av Med Visc Pelotas e AV P V
AVRB;Avenida rio Branco em frente Bradesco
PONTOT;Entra ponto de taxi Br287,coca cola,Santa marta,it normal
STMART;Passa pela sta Marta
SA0630;sai 06:20 do Boi Morto e 06:25 da T neves
VP;Não vai na Professor Braga desce av P Vargas
SEMVP;Passa no Sem Sao Jose/rod e desce via Pres Vargas / Não vai na Professor Braga desce av P Vargas
SEMIVP;Sai do Sem Sao Jose e desce via Pres Vargas
SEMPB;Passa no Sem Sao Jose/rod e desce na Prof Braga
DAROD;Sai da Rodoviária
TBMNSM;Sai do trevo do Boi Morto / Via Nova Santa Marta
TBMSTT;Sai do trevo do Boi Morto / Sai um onibus da Cohab Sta Marta e outro da T.neves.
TBMNOS;Sai do trevo do Boi Morto / Não entra na Santa Marta
TREVBM;até o trevo do BM
PORCC;Sai da TNeves entra no trevo da SMarta vai no Pôr do Sol e após da Sta Marta / Sai as 12:05 da T Neves e 12:15 da sta marta, não entra na coca cola
TBM;Sai do trevo do Boi Morto
LAVRA1;Sai da rua lavras do sul as 05:50, do por do sol as 06:00 e 06:10 da Sta marta
NAOSTA;Não entra na Santa Marta
PORSOL;Sai da TNeves entra no trevo da SMarta vai no Pôr do Sol e após da Sta Marta
VNSTA;Via Nova Santa Marta
LAVRA2;as 06:20 sai da rua Lavras do sul, passa no por do sol e as 06:35 sai da Sta Marta
STATNV;Sai um onibus da Cohab Sta Marta e outro da T.neves.
LAVRA3;sai as 06:55 sai da rua lavras do sul, do por do sol as 07:05 e as 07:15 da sta marta
POSTOP;sai um ônibus do posto pilon proximo entrada da T Neves e não entra n sta Marta
CASUSA;Via CASUSA
PADUA;Sai da frente da Pádua ....Lado da Veísa
ROUFSM;Sai da rotula da UFSM
COHSTA;Sai da Cohab Santa Marta
UGLION;até Uglione
AGARLT;Adelmo Genro Filho / Parque Dom Antonio Reis / Vila Lorenzi e Thomazzetti
SEMNLC;Seminário / vai ao Minuano / Na Lorenzi vai ate caic
PTUSVL;Passo das tropas / Via Urlandia / Santos / Vila Lorenzi
LCMNVL;Só entra na Lorenzi vindo do centro / vai ao Minuano / Vila Lorenzi
MNURSA;vai ao Minuano / Via Urlandia / Santos
MNPTVL;vai ao Minuano / Passo das tropas / Vila Lorenzi
AGFVL;Adelmo Genro Filho / Vila Lorenzi
AGFPT;Adelmo Genro Filho / Passo das tropas
SEMVL;Seminário / Vila Lorenzi
CAVL;Passa no Res Ceu Azul / Vila Lorenzi
ARVL;Parque Dom Antonio Reis / Vila Lorenzi
VLVT;Vila Lorenzi e Thomazzetti
RCVL;Escola Reinaldo Cozer / Vila Lorenzi
SEM;Seminário
VT;Vila Thomaz
GFSEVL;Adelmo Genro Filho / Seminário / Vila Lorenzi
AAVLVT;Parque Dom Antonio Reis / Vila Lorenzi / Vila Thomaz
CAVLVT;Passa no Res Ceu Azul / Vila Lorenzi / Vila Thomaz
CAMNVT;Minuano / Vila Thomaz
VLVT;Vila Lorenzi / Vila Thomaz
